FOLDER,IN FILE,CLIP LENGTH,CHANNEL,OFFSET,DURATION,SAMPLE RATE,MANUAL ID,CONFIDENCE
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,99.0,3.0,48000,Paradise Tanager,0.1095
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,99.0,3.0,48000,Rufous-bellied Euphonia,0.106
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,102.0,3.0,48000,White-lored Tyrannulet,0.8781
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,102.0,3.0,48000,Screaming Piha,0.3526
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,105.0,3.0,48000,Screaming Piha,0.2637
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,108.0,3.0,48000,Eastern Chipmunk,0.6207
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,108.0,3.0,48000,White-lored Tyrannulet,0.3508
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,111.0,3.0,48000,White-lored Tyrannulet,0.9979
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,111.0,3.0,48000,Eastern Chipmunk,0.1772
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,114.0,3.0,48000,Eastern Chipmunk,0.2894
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,117.0,3.0,48000,White-lored Tyrannulet,0.5628
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,117.0,3.0,48000,Eastern Chipmunk,0.2066
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,126.0,3.0,48000,White-lored Tyrannulet,0.8454
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,126.0,3.0,48000,Screaming Piha,0.1586
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,129.0,3.0,48000,White-lored Tyrannulet,0.5042
../TEST/,ScreamingPiha8.wav,96.0453514739229,1,0.0,3.0,48000,Great Jacamar,0.2118
../TEST/,ScreamingPiha8.wav,96.0453514739229,1,3.0,3.0,48000,White-throated Toucan,0.3491
../TEST/,ScreamingPiha8.wav,96.0453514739229,1,6.0,3.0,48000,White-throated Toucan,0.287
../TEST/,ScreamingPiha8.wav,96.0453514739229,1,9.0,3.0,48000,Black Caracara,0.1023
../TEST/,ScreamingPiha8.wav,96.0453514739229,1,15.0,3.0,48000,Dusky-capped Greenlet,0.105
../TEST/,ScreamingPiha8.wav,96.0453514739229,1,18.0,3.0,48000,Gray Antbird,0.1331
../TEST/,ScreamingPiha8.wav,96.0453514739229,1,18.0,3.0,48000,Gray-capped Flycatcher,0.1083
../TEST/,ScreamingPiha8.wav,96.0453514739229,1,24.0,3.0,48000,Gray-capped Flycatcher,0.1482
../TEST/,ScreamingPiha8.wav,96.0453514739229,1,33.0,3.0,48000,Gray Antbird,0.2317
../TEST/,ScreamingPiha8.wav,96.0453514739229,1,36.0,3.0,48000,Screaming Piha,0.1633
../TEST/,ScreamingPiha8.wav,96.0453514739229,1,39.0,3.0,48000,Plain-crowned Spinetail,0.1097
../TEST/,ScreamingPiha8.wav,96.0453514739229,1,39.0,3.0,48000,Red-shouldered Hawk,0.1041
../TEST/,ScreamingPiha9.wav,81.203537414966,1,0.0,3.0,48000,Screaming Piha,0.7531
../TEST/,ScreamingPiha9.wav,81.203537414966,1,3.0,3.0,48000,Screaming Piha,0.9976
../TEST/,ScreamingPiha9.wav,81.203537414966,1,6.0,3.0,48000,Screaming Piha,0.9862
../TEST/,ScreamingPiha9.wav,81.203537414966,1,9.0,3.0,48000,Screaming Piha,0.9921
../TEST/,ScreamingPiha9.wav,81.203537414966,1,12.0,3.0,48000,Screaming Piha,0.9985
../TEST/,ScreamingPiha9.wav,81.203537414966,1,15.0,3.0,48000,Screaming Piha,0.9949
../TEST/,ScreamingPiha9.wav,81.203537414966,1,18.0,3.0,48000,Screaming Piha,0.9929
../TEST/,ScreamingPiha9.wav,81.203537414966,1,21.0,3.0,48000,Screaming Piha,0.9906
../TEST/,ScreamingPiha9.wav,81.203537414966,1,24.0,3.0,48000,Screaming Piha,0.9931
../TEST/,ScreamingPiha9.wav,81.203537414966,1,27.0,3.0,48000,Screaming Piha,0.648
../TEST/,ScreamingPiha9.wav,81.203537414966,1,30.0,3.0,48000,Screaming Piha,0.9921
../TEST/,ScreamingPiha9.wav,81.203537414966,1,33.0,3.0,48000,Screaming Piha,0.9631
