ID,Order,Family,Genus,Epithet,Species,Common,CommonES,Status,XCRecordings,VoucherMUSM-Orn,Priority
762,Passeriformes,Tyrannidae,Rhytipterna,simplex,Rhytipterna simplex,Greyish Mourner,Plañidera Gris,,154,1,
763,Passeriformes,Tyrannidae,Casiornis,rufus,Casiornis rufus,Rufous Casiornis,Burlisto Castaño,,37,,
764,Passeriformes,Tyrannidae,Sirystes,albocinereus,Sirystes albocinereus,White-rumped Sirystes,Mosquero culiblanco,,33,,
765,Passeriformes,Tyrannidae,Myiarchus,tuberculifer,Myiarchus tuberculifer,Dusky-capped Flycatcher,Copetón Capirotado,,394,,
766,Passeriformes,Tyrannidae,Myiarchus,swainsoni,Myiarchus swainsoni,Swainson's Flycatcher,Copetón de Swainson,,144,1,
767,Passeriformes,Tyrannidae,Myiarchus,ferox,Myiarchus ferox,Short-crested Flycatcher,Copetón Feroz,,157,1,
768,Passeriformes,Tyrannidae,Myiarchus,cephalotes,Myiarchus cephalotes,Pale-edged Flycatcher,Copetón Montañero,,56,,
769,Passeriformes,Tyrannidae,Myiarchus,tyrannulus,Myiarchus tyrannulus,Brown-crested Flycatcher,Copetón Tiranillo,,491,,
770,Passeriformes,Tyrannidae,Colonia,colonus,Colonia colonus,Long-tailed Tyrant,Mosquero Colilargo,,114,,
771,Passeriformes,Tyrannidae,Myiophobus,inornatus,Myiophobus inornatus,Unadorned Flycatcher,Mosquero Sencillo,,8,,
772,Passeriformes,Tyrannidae,Myiophobus,fasciatus,Myiophobus fasciatus,Bran-colored Flycatcher,Mosquero Estriado,,170,1,
773,Passeriformes,Tyrannidae,Ochthoeca,cinnamomeiventris,Ochthoeca cinnamomeiventris,Slaty-backed Chat-Tyrant,Pitajo Negro,,82,,
774,Passeriformes,Tyrannidae,Sublegatus,obscurior,Sublegatus obscurior,Amazonian Scrub Flycatcher,Mosquero Matorralero Amazónico,,22,,
775,Passeriformes,Tyrannidae,Sublegatus,modestus,Sublegatus modestus,Southern Scrub Flycatcher,Mosquero Matorralero Sureño,,55,,
776,Passeriformes,Tyrannidae,Pyrocephalus,rubinus,Pyrocephalus rubinus,Scarlet Flycatcher,Mosquero Cardenal,,22,,
777,Passeriformes,Tyrannidae,Fluvicola,albiventer,Fluvicola albiventer,Black-backed Water Tyrant,Viudita Dorsinegra,,17,,
778,Passeriformes,Tyrannidae,Arundinicola,leucocephala,Arundinicola leucocephala,White-headed Marsh Tyrant,Viudita Cabeciblanca,,24,,
779,Passeriformes,Tyrannidae,Knipolegus,poecilurus,Knipolegus poecilurus,Rufous-tailed Tyrant,Viudita Colirrufa,,17,,
780,Passeriformes,Tyrannidae,Knipolegus,cabanisi,Knipolegus cabanisi,Plumbeous Tyrant,Viudita Alisera,,5,,
781,Passeriformes,Tyrannidae,Knipolegus,aterrimus,Knipolegus aterrimus,White-winged Black Tyrant,Viudita Aliblanca,,32,,
782,Passeriformes,Tyrannidae,Knipolegus,hudsoni,Knipolegus hudsoni,Hudson's Black Tyrant,Viudita Patagona,,5,,
783,Passeriformes,Tyrannidae,Satrapa,icterophrys,Satrapa icterophrys,Yellow-browed Tyrant,Mosquero Cejiamarillo,,12,,
784,Passeriformes,Tyrannidae,Muscisaxicola,fluviatilis,Muscisaxicola fluviatilis,NA,Dormilona Enana,,0,1,
785,Passeriformes,Tyrannidae,Xolmis,cinereus,Xolmis cinereus,Grey Monjita,Monjita Gris,,32,,
786,Passeriformes,Tyrannidae,Myiotheretes,striaticollis,Myiotheretes striaticollis,Streak-throated Bush Tyrant,Birro Grande,,53,,
787,Passeriformes,Tyrannidae,Myiotheretes,fumigatus,Myiotheretes fumigatus,Smoky Bush Tyrant,Birro Ahumado,,56,,
788,Passeriformes,Tyrannidae,Myiotheretes,fuscorufus,Myiotheretes fuscorufus,Rufous-bellied Bush Tyrant,Birro Ventrirrufo,,9,,
789,Passeriformes,Tyrannidae,Ochthornis,littoralis,Ochthornis littoralis,Drab Water Tyrant,Mosquerito Guardarríos,,21,1,
790,Passeriformes,Tyrannidae,Cnemotriccus,fuscatus,Cnemotriccus fuscatus,Fuscous Flycatcher,Mosquero Parduzco,,172,1,
791,Passeriformes,Tyrannidae,Lathrotriccus,euleri,Lathrotriccus euleri,Euler's Flycatcher,Mosquero de Euler,,296,1,
792,Passeriformes,Tyrannidae,Sayornis,nigricans,Sayornis nigricans,Black Phoebe,Mosquero Negro,,151,,
793,Passeriformes,Tyrannidae,Empidonax,alnorum,Empidonax alnorum,Alder Flycatcher,Mosquero Alisero,,256,,
794,Passeriformes,Tyrannidae,Contopus,cooperi,Contopus cooperi,Olive-sided Flycatcher,Pibí Boreal,,166,,
795,Passeriformes,Tyrannidae,Contopus,fumigatus,Contopus fumigatus,Smoke-colored Pewee,Pibí Ahumado,,109,,
796,Passeriformes,Tyrannidae,Contopus,sordidulus,Contopus sordidulus,Western Wood Pewee,Pibí Occidental,,231,,
797,Passeriformes,Tyrannidae,Contopus,virens,Contopus virens,Eastern Wood Pewee,Pibí Oriental,,202,,
798,Passeriformes,Tyrannidae,Contopus,cinereus,Contopus cinereus,Tropical Pewee,Pibí Tropical,,104,,
799,Passeriformes,Tyrannidae,Contopus,nigrescens,Contopus nigrescens,Blackish Pewee,Pibí Negruzco,,51,,
800,Passeriformes,Vireonidae,Cyclarhis,gujanensis,Cyclarhis gujanensis,Rufous-browed Peppershrike,Vireón Cejirrufo,,666,,
801,Passeriformes,Vireonidae,Hylophilus,thoracicus,Hylophilus thoracicus,Lemon-chested Greenlet,Verdillo Pechilimón,,104,,
802,Passeriformes,Vireonidae,Vireolanius,leucotis,Vireolanius leucotis,Slaty-capped Shrike-Vireo,Vireón Coronigrís,,126,1,1
803,Passeriformes,Vireonidae,Tunchiornis,ochraceiceps,Tunchiornis ochraceiceps,NA,Verdillo Leonado,,0,1,1
804,Passeriformes,Vireonidae,Pachysylvia,hypoxantha,Pachysylvia hypoxantha,NA,Verdillo Ventriamarillo,,0,,
805,Passeriformes,Vireonidae,Vireo,leucophrys,Vireo leucophrys,Brown-capped Vireo,Vireo Coronipardo,,149,,
806,Passeriformes,Vireonidae,Vireo,olivaceus,Vireo olivaceus,Red-eyed Vireo,Vireo Chiví,,228,1,
807,Passeriformes,Vireonidae,Vireo,flavoviridis,Vireo flavoviridis,Yellow-green Vireo,Vireo Verdiamarillo,,111,,
808,Passeriformes,Corvidae,Cyanolyca,viridicyanus,Cyanolyca viridicyanus,White-collared Jay,Chara Andina,,54,,
809,Passeriformes,Corvidae,Cyanocorax,violaceus,Cyanocorax violaceus,Violaceous Jay,Chara Violácea,,137,,
810,Passeriformes,Corvidae,Cyanocorax,cyanomelas,Cyanocorax cyanomelas,Purplish Jay,Chara Morada,,70,1,2
811,Passeriformes,Corvidae,Cyanocorax,yncas,Cyanocorax yncas,Inca Jay,Chara Verde,,196,,
812,Passeriformes,Hirundinidae,Pygochelidon,cyanoleuca,Pygochelidon cyanoleuca,NA,Golondrina Barranquera,,0,,
813,Passeriformes,Hirundinidae,Alopochelidon,fucata,Alopochelidon fucata,Tawny-headed Swallow,Golondrina Cabecicastaña ,,27,,
814,Passeriformes,Hirundinidae,Orochelidon,flavipes,Orochelidon flavipes,NA,Golondrina Paticlara,,0,,
815,Passeriformes,Hirundinidae,Atticora,fasciata,Atticora fasciata,White-banded Swallow,Golondrina Fajiblanca,,45,1,1
816,Passeriformes,Hirundinidae,Atticora,tibialis,Atticora tibialis,NA,Golondrina Patiblanca,,0,,
817,Passeriformes,Hirundinidae,Stelgidopteryx,ruficollis,Stelgidopteryx ruficollis,Southern Rough-winged Swallow,Golondrina Gorgirrufa,,97,1,1
818,Passeriformes,Hirundinidae,Progne,tapera,Progne tapera,Brown-chested Martin,Golondrina Parda,,72,,
819,Passeriformes,Hirundinidae,Progne,subis,Progne subis,Purple Martin,Golondrina Purpúrea,,111,,
820,Passeriformes,Hirundinidae,Progne,chalybea,Progne chalybea,Grey-breasted Martin,Golondrina Pechigrís,,121,,
821,Passeriformes,Hirundinidae,Progne,elegans,Progne elegans,Southern Martin,Golondrina Sureña,,17,,
822,Passeriformes,Hirundinidae,Tachycineta,albiventer,Tachycineta albiventer,White-winged Swallow,Golondrina Aliblanca,,35,,
823,Passeriformes,Hirundinidae,Tachycineta,leucorrhoa,Tachycineta leucorrhoa,White-rumped Swallow,Golondrina Cejiblanca,,32,,
824,Passeriformes,Hirundinidae,Riparia,riparia,Riparia riparia,Sand Martin,Avión Zapador,,192,,
825,Passeriformes,Hirundinidae,Hirundo,rustica,Hirundo rustica,Barn Swallow,Golondrina Común,,1093,,
826,Passeriformes,Hirundinidae,Petrochelidon,pyrrhonota,Petrochelidon pyrrhonota,American Cliff Swallow,Golondrina Risquera,,90,,
827,Passeriformes,Troglodytidae,Microcerculus,marginatus,Microcerculus marginatus,Southern Nightingale-Wren,Cucarachero Ruiseñor Sureño,,287,1,
828,Passeriformes,Troglodytidae,Microcerculus,bambla,Microcerculus bambla,Wing-banded Wren,Cucarachero Alifranjeado,,48,1,
829,Passeriformes,Troglodytidae,Odontorchilus,branickii,Odontorchilus branickii,Grey-mantled Wren,Cucarachero Dorsigrís,,32,,
830,Passeriformes,Troglodytidae,Troglodytes,aedon,Troglodytes aedon,House Wren,Chochín Criollo,,1374,1,
831,Passeriformes,Troglodytidae,Troglodytes,solstitialis,Troglodytes solstitialis,Mountain Wren,Chochín Montañés,,178,,
832,Passeriformes,Troglodytidae,Campylorhynchus,turdinus,Campylorhynchus turdinus,Thrush-like Wren,Cucarachero Turdino,,158,,
833,Passeriformes,Troglodytidae,Pheugopedius,genibarbis,Pheugopedius genibarbis,Moustached Wren,Cucarachero Bigotudo Brasileño,,208,BIOPE,1
834,Passeriformes,Troglodytidae,Pheugopedius,coraya,Pheugopedius coraya,Coraya Wren,Cucarachero Coraya,,226,,
835,Passeriformes,Troglodytidae,Cantorchilus,leucotis,Cantorchilus leucotis,Buff-breasted Wren,Cucarachero Pechihabano,,365,,
836,Passeriformes,Troglodytidae,Cinnycerthia,fulva,Cinnycerthia fulva,Fulvous Wren,Cucarachero Fulvo,,12,,
837,Passeriformes,Troglodytidae,Henicorhina,leucophrys,Henicorhina leucophrys,Grey-breasted Wood Wren,Cucarachero Pechigrís,,892,1,
838,Passeriformes,Troglodytidae,Cyphorhinus,thoracicus,Cyphorhinus thoracicus,Chestnut-breasted Wren,Cucarachero Pechicastaño,,169,1,
839,Passeriformes,Troglodytidae,Cyphorhinus,arada,Cyphorhinus arada,Musician Wren,Cucarachero Musical,,135,BIOPE,1
840,Passeriformes,Polioptilidae,Microbates,cinereiventris,Microbates cinereiventris,Tawny-faced Gnatwren,Soterillo Caricastaño,,102,1,
841,Passeriformes,Polioptilidae,Ramphocaenus,melanurus,Ramphocaenus melanurus,Trilling Gnatwren,Soterillo picudo,,467,1,2
842,Passeriformes,Polioptilidae,Ramphocaenus,sticturus,Ramphocaenus sticturus,Chattering Gnatwren,Soterillo,,26,,
843,Passeriformes,Polioptilidae,Polioptila,plumbea,Polioptila plumbea,Tropical Gnatcatcher,Perlita tropical,,237,,
844,Passeriformes,Donacobiidae,Donacobius,atricapilla,Donacobius atricapilla,Black-capped Donacobius,Angú,,174,x,2
845,Passeriformes,Turdidae,Myadestes,ralloides,Myadestes ralloides,Andean Solitaire,Solitario Andino,,265,1,
846,Passeriformes,Turdidae,Catharus,fuscater,Catharus fuscater,Slaty-backed Nightingale-Thrush,Zorzalito Sombrío,,147,,
847,Passeriformes,Turdidae,Catharus,dryas,Catharus dryas,Gould's Nightingale-Thrush,Zorzalito Overo,,23,1,
848,Passeriformes,Turdidae,Catharus,fuscescens,Catharus fuscescens,Veery,Zorzalito Rojizo,,215,,
849,Passeriformes,Turdidae,Catharus,minimus,Catharus minimus,Grey-cheeked Thrush,Zorzalito Carigrís,,116,,
850,Passeriformes,Turdidae,Catharus,ustulatus,Catharus ustulatus,Swainson's Thrush,Zorzalito de Swainson,,549,BIOPE,1
851,Passeriformes,Turdidae,Entomodestes,leucotis,Entomodestes leucotis,White-eared Solitaire,Solitario Orejiblanco,,32,1,
852,Passeriformes,Turdidae,Turdus,leucops,Turdus leucops,Pale-eyed Thrush,Mirlo Ojiblanco,,67,,
853,Passeriformes,Turdidae,Turdus,leucomelas,Turdus leucomelas,Pale-breasted Thrush,Zorzal Sabiá,,297,,
854,Passeriformes,Turdidae,Turdus,hauxwelli,Turdus hauxwelli,Hauxwell's Thrush,Zorzal de Hauxwell,,82,BIOPE,1
855,Passeriformes,Turdidae,Turdus,sanchezorum,Turdus sanchezorum,Varzea Thrush,Zorzal de Varzea,,12,,
856,Passeriformes,Turdidae,Turdus,lawrencii,Turdus lawrencii,Lawrence's Thrush,Zorzal Imitador,,84,,
857,Passeriformes,Turdidae,Turdus,amaurochalinus,Turdus amaurochalinus,Creamy-bellied Thrush,Zorzal Chalchalero,,121,,
858,Passeriformes,Turdidae,Turdus,ignobilis,Turdus ignobilis,Black-billed Thrush,Zorzal piquinegro andino,,126,"1, amazoncam",
859,Passeriformes,Turdidae,Turdus,nigriceps,Turdus nigriceps,Andean Slaty Thrush,Zorzal plomizo,,67,1,
860,Passeriformes,Turdidae,Turdus,albicollis,Turdus albicollis,White-necked Thrush,Zorzal Cuelliblanco,,193,"BIOPE, amazoncam",1
861,Passeriformes,Mimidae,Mimus,triurus,Mimus triurus,White-banded Mockingbird,Sinsonte Trescolas,,26,,
862,Passeriformes,Passeridae,Passer,domesticus,Passer domesticus,House Sparrow,Gorrión Doméstico,Especie Introducida,1577,,
863,Passeriformes,Motacillidae,Anthus,lutescens,Anthus lutescens,Yellowish Pipit,Bisbita Amarillento,,75,,
864,Passeriformes,Fringillidae,Spinus,magellanicus,Spinus magellanicus,Hooded Siskin,Jilguero Encapuchado,,107,1,
865,Passeriformes,Fringillidae,Spinus,olivaceus,Spinus olivaceus,Olivaceous Siskin,Jilguero Oliváceo,,21,,
866,Passeriformes,Fringillidae,Euphonia,chlorotica,Euphonia chlorotica,Purple-throated Euphonia,Eufonia Golipúrpura,,172,,
867,Passeriformes,Fringillidae,Euphonia,laniirostris,Euphonia laniirostris,Thick-billed Euphonia,Eufonia Piquigruesa,,141,,
868,Passeriformes,Fringillidae,Euphonia,cyanocephala,Euphonia cyanocephala,Golden-rumped Euphonia,Eufonia Culidorada,,93,,
869,Passeriformes,Fringillidae,Euphonia,chrysopasta,Euphonia chrysopasta,White-lored Euphonia,Eufonia Maquillada,,109,,
870,Passeriformes,Fringillidae,Euphonia,mesochrysa,Euphonia mesochrysa,Bronze-green Euphonia,Eufonia Verdosa,,57,,
871,Passeriformes,Fringillidae,Euphonia,minuta,Euphonia minuta,White-vented Euphonia,Eufonia Culiblanca,,48,1,2
872,Passeriformes,Fringillidae,Euphonia,xanthogaster,Euphonia xanthogaster,Orange-bellied Euphonia,Eufonia Ventrinaranja,,201,1,2
873,Passeriformes,Fringillidae,Euphonia,rufiventris,Euphonia rufiventris,Rufous-bellied Euphonia,Eufonia Ventrirrufa,,50,,
874,Passeriformes,Fringillidae,Chlorophonia,cyanea,Chlorophonia cyanea,Blue-naped Chlorophonia,Clorofonia Nuquiazul,,91,,
875,Passeriformes,Passerellidae,Chlorospingus,flavigularis,Chlorospingus flavigularis,Yellow-throated Bush Tanager,Clorospingo Goliamarillo,,97,,
876,Passeriformes,Passerellidae,Chlorospingus,parvirostris,Chlorospingus parvirostris,Yellow-whiskered Bush Tanager,Clorospingo Bigotudo,,14,,
877,Passeriformes,Passerellidae,Chlorospingus,canigularis,Chlorospingus canigularis,Ashy-throated Bush Tanager,Clorospingo Gorjigrís,,34,,
878,Passeriformes,Passerellidae,Chlorospingus,flavopectus,Chlorospingus flavopectus,Common Bush Tanager,Clorospingo Común,,261,,
879,Passeriformes,Passerellidae,Ammodramus,humeralis,Ammodramus humeralis,Grassland Sparrow,Chingolo Pajonalero,,112,1,
880,Passeriformes,Passerellidae,Ammodramus,aurifrons,Ammodramus aurifrons,Yellow-browed Sparrow,Chingolo Cejigualdo,,96,1,
881,Passeriformes,Passerellidae,Arremon,taciturnus,Arremon taciturnus,Pectoral Sparrow,Cerquero Pectoral,,127,1,1
882,Passeriformes,Passerellidae,Arremon,brunneinucha,Arremon brunneinucha,Chestnut-capped Brushfinch,Cerquero Coronicastaño,,236,,
883,Passeriformes,Passerellidae,Arremon,castaneiceps,Arremon castaneiceps,Olive Finch,Pinzón de Copete Castaño,,34,,
884,Passeriformes,Passerellidae,Zonotrichia,capensis,Zonotrichia capensis,Rufous-collared Sparrow,Chingolo Común,,684,,
885,Passeriformes,Passerellidae,Atlapetes,canigenis,Atlapetes canigenis,Cuzco Brushfinch,Atlapetes de Cuzco,Endemico,11,,
886,Passeriformes,Passerellidae,Atlapetes,melanolaemus,Atlapetes melanolaemus,Grey-eared Brushfinch,Atlapetes Carinegro,,15,,
887,Passeriformes,Icteridae,Dolichonyx,oryzivorus,Dolichonyx oryzivorus,Bobolink,Tordo Charlatán,,162,,
888,Passeriformes,Icteridae,Leistes,militaris,Leistes militaris,Red-breasted Blackbird,Loica Pechirroja,,45,,
889,Passeriformes,Icteridae,Leistes,superciliaris,Leistes superciliaris,White-browed Blackbird,Loica Cejiblanca,,65,,
890,Passeriformes,Icteridae,Amblycercus,holosericeus,Amblycercus holosericeus,Yellow-billed Cacique,Cacique Piquiclaro,,81,,
891,Passeriformes,Icteridae,Psarocolius,angustifrons,Psarocolius angustifrons,Russet-backed Oropendola,Cacique Dorsirrufo,,261,1,2
892,Passeriformes,Icteridae,Psarocolius,atrovirens,Psarocolius atrovirens,Dusky-green Oropendola,Cacique Verdioscuro,,48,,
893,Passeriformes,Icteridae,Psarocolius,decumanus,Psarocolius decumanus,Crested Oropendola,Cacique Crestado,,203,1,2
894,Passeriformes,Icteridae,Psarocolius,bifasciatus,Psarocolius bifasciatus,Olive Oropendola,Cacique de Pará,,61,,
895,Passeriformes,Icteridae,Cacicus,solitarius,Cacicus solitarius,Solitary Cacique,Cacique Solitario,,105,1,
896,Passeriformes,Icteridae,Cacicus,koepckeae,Cacicus koepckeae,Selva Cacique,Cacique de Koepcke ,Endemico,9,,
897,Passeriformes,Icteridae,Cacicus,cela,Cacicus cela,Yellow-rumped Cacique,Cacique Lomiamarillo,,283,1,2
898,Passeriformes,Icteridae,Cacicus,chrysonotus,Cacicus chrysonotus,Southern Mountain Cacique,Arrendajo Montañés,,52,,
899,Passeriformes,Icteridae,Cacicus,haemorrhous,Cacicus haemorrhous,Red-rumped Cacique,Cacique Lomirrojo,,160,,
900,Passeriformes,Icteridae,Cacicus,oseryi,Cacicus oseryi,Casqued Oropendola,Cacique de Yelmo,,36,1,
901,Passeriformes,Icteridae,Icterus,croconotus,Icterus croconotus,Orange-backed Troupial,Turpial Amazónico,,58,,
902,Passeriformes,Icteridae,Icterus,cayanensis,Icterus cayanensis,Epaulet Oriole,Turpial Boyerito,,70,,
903,Passeriformes,Icteridae,Molothrus,oryzivorus,Molothrus oryzivorus,Giant Cowbird,Tordo Gigante,,56,,
904,Passeriformes,Icteridae,Molothrus,bonariensis,Molothrus bonariensis,Shiny Cowbird,Tordo Renegrido,,163,,
905,Passeriformes,Icteridae,Gymnomystax,mexicanus,Gymnomystax mexicanus,Oriole Blackbird,Chango Oriolino,,37,,
906,Passeriformes,Icteridae,Gnorimopsar,chopi,Gnorimopsar chopi,Chopi Blackbird,Chopí,,138,,
907,Passeriformes,Icteridae,Agelasticus,xanthophthalmus,Agelasticus xanthophthalmus,Pale-eyed Blackbird,Varillero Ojipálido,,9,,
908,Passeriformes,Icteridae,Agelasticus,cyanopus,Agelasticus cyanopus,Unicolored Blackbird,Varillero Negro,,29,,
909,Passeriformes,Parulidae,Oporornis,agilis,Oporornis agilis,Connecticut Warbler,Reinita de Connecticut,,54,,
910,Passeriformes,Parulidae,Geothlypis,aequinoctialis,Geothlypis aequinoctialis,Masked Yellowthroat,Mascarita Equinoccial,,28,,
911,Passeriformes,Parulidae,Setophaga,cerulea,Setophaga cerulea,Cerulean Warbler,Reinita Cerúlea,,94,,
912,Passeriformes,Parulidae,Setophaga,pitiayumi,Setophaga pitiayumi,Tropical Parula,Parula Pitiayumí,,302,,
913,Passeriformes,Parulidae,Setophaga,fusca,Setophaga fusca,Blackburnian Warbler,Reinita Gorjinaranja,,171,,
914,Passeriformes,Parulidae,Setophaga,petechia,Setophaga petechia,Mangrove Warbler,Reinita de Manglar,,138,,
915,Passeriformes,Parulidae,Setophaga,striata,Setophaga striata,Blackpoll Warbler,Reinita Estriada ,,194,,
916,Passeriformes,Parulidae,Setophaga,palmarum,Setophaga palmarum,Palm Warbler,Reinita Palmera ,,63,,
917,Passeriformes,Parulidae,Myiothlypis,luteoviridis,Myiothlypis luteoviridis,Citrine Warbler,Reinita Citrina,,92,,
918,Passeriformes,Parulidae,Myiothlypis,fulvicauda,Myiothlypis fulvicauda,Buff-rumped Warbler,Reinita Culiparda,,213,,
919,Passeriformes,Parulidae,Myiothlypis,bivittata,Myiothlypis bivittata,Two-banded Warbler,Reinita Bandeada,,52,1,
920,Passeriformes,Parulidae,Myiothlypis,chrysogaster,Myiothlypis chrysogaster,Cuzco Warbler,Reinita Ventridorada,,14,1,2
921,Passeriformes,Parulidae,Myiothlypis,coronata,Myiothlypis coronata,Russet-crowned Warbler,Reinita Coronirroja,,243,,
922,Passeriformes,Parulidae,Basileuterus,tristriatus,Basileuterus tristriatus,Three-striped Warbler,Reinita Cabecilistada,,187,1,
923,Passeriformes,Parulidae,Cardellina,canadensis,Cardellina canadensis,Canada Warbler,Reinita Canadiense,,163,1,
924,Passeriformes,Parulidae,Myioborus,miniatus,Myioborus miniatus,Slate-throated Whitestart,Candelita Plomiza,,296,1,
925,Passeriformes,Parulidae,Myioborus,melanocephalus,Myioborus melanocephalus,Spectacled Whitestart,Candelita de Anteojos,,69,,
926,Passeriformes,Cardinalidae,Piranga,flava,Piranga flava,Red Tanager,Quitrique Avispero,,40,1,
927,Passeriformes,Cardinalidae,Piranga,rubra,Piranga rubra,Summer Tanager,Piranga Roja,,253,,
928,Passeriformes,Cardinalidae,Piranga,olivacea,Piranga olivacea,Scarlet Tanager,Piranga Escarlata,,158,,
929,Passeriformes,Cardinalidae,Piranga,leucoptera,Piranga leucoptera,White-winged Tanager,Piranga Aliblanca,,70,,
930,Passeriformes,Cardinalidae,Habia,rubica,Habia rubica,Red-crowned Ant Tanager,Habia Coronirroja,,245,BIOPE,1
931,Passeriformes,Cardinalidae,Chlorothraupis,carmioli,Chlorothraupis carmioli,Carmiol's Tanager,Frutero de Carmiol,,45,1,
932,Passeriformes,Cardinalidae,Pheucticus,aureoventris,Pheucticus aureoventris,Black-backed Grosbeak,Picogrueso Dorsinegro,,53,,
933,Passeriformes,Cardinalidae,Cyanoloxia,rothschildii,Cyanoloxia rothschildii,NA,Picogrueso amazónico,,0,,
934,Passeriformes,Thraupidae,Nemosia,pileata,Nemosia pileata,Hooded Tanager,Tangara Encapuchada,,53,,
935,Passeriformes,Thraupidae,Parkerthraustes,humeralis,Parkerthraustes humeralis,Yellow-shouldered Grosbeak,Picogrueso Humeral,,26,,
936,Passeriformes,Thraupidae,Catamblyrhynchus,diadema,Catamblyrhynchus diadema,Plushcap,Tangara Peluda,,37,,
937,Passeriformes,Thraupidae,Chlorophanes,spiza,Chlorophanes spiza,Green Honeycreeper,Mielerito Verde,,53,1,
938,Passeriformes,Thraupidae,Iridophanes,pulcherrimus,Iridophanes pulcherrimus,Golden-collared Honeycreeper,Mielerito Collarejo,,7,,
939,Passeriformes,Thraupidae,Hemithraupis,guira,Hemithraupis guira,Guira Tanager,Tangara Güirá,,111,,
940,Passeriformes,Thraupidae,Hemithraupis,flavicollis,Hemithraupis flavicollis,Yellow-backed Tanager,Tangara Gorjigualda,,36,,
941,Passeriformes,Thraupidae,Conirostrum,speciosum,Conirostrum speciosum,Chestnut-vented Conebill,Conirrostro Culirrufo,,87,,
942,Passeriformes,Thraupidae,Conirostrum,ferrugineiventre,Conirostrum ferrugineiventre,White-browed Conebill,Conirrostro Cejiblanco,,4,,
943,Passeriformes,Thraupidae,Conirostrum,albifrons,Conirostrum albifrons,Capped Conebill,Conirrostro Coronado,,32,,
944,Passeriformes,Thraupidae,Sicalis,flaveola,Sicalis flaveola,Saffron Finch,Chirigüe Azafranado,,202,,
945,Passeriformes,Thraupidae,Sicalis,luteola,Sicalis luteola,Grassland Yellow Finch,Chirigüe Sabanero,,143,,
946,Passeriformes,Thraupidae,Phrygilus,fruticeti,Phrygilus fruticeti,Mourning Sierra Finch,Yal Pechinegro,,83,,
947,Passeriformes,Thraupidae,Catamenia,inornata,Catamenia inornata,Plain-colored Seedeater,Semillero Sencillo,,36,,
948,Passeriformes,Thraupidae,Catamenia,homochroa,Catamenia homochroa,Paramo Seedeater,Semillero Paramero,,23,,
949,Passeriformes,Thraupidae,Diglossa,brunneiventris,Diglossa brunneiventris,Black-throated Flowerpiercer,Pinchaflor Gorjinegro,,28,,
950,Passeriformes,Thraupidae,Diglossa,glauca,Diglossa glauca,Golden-eyed Flowerpiercer,Pinchaflor Glauco,,31,,
951,Passeriformes,Thraupidae,Diglossa,caerulescens,Diglossa caerulescens,Bluish Flowerpiercer,Pinchaflor Azulado,,70,,
952,Passeriformes,Thraupidae,Haplospiza,rustica,Haplospiza rustica,Slaty Finch,Yal Pizarroso,,51,,
953,Passeriformes,Thraupidae,Volatinia,jacarina,Volatinia jacarina,Blue-black Grassquit,Semillero Volatinero,,247,1,
954,Passeriformes,Thraupidae,Conothraupis,speculigera,Conothraupis speculigera,Black-and-white Tanager,Tangara Albinegra,,18,,
955,Passeriformes,Thraupidae,Creurgops,dentatus,Creurgops dentatus,Slaty Tanager,Tangara Pizarrosa,,5,,
956,Passeriformes,Thraupidae,Loriotus,cristatus,Loriotus cristatus,NA,Tangara Crestifuego,,0,,
957,Passeriformes,Thraupidae,Loriotus,rufiventer,Loriotus rufiventer,NA,Tangara Crestiamarilla,,0,,
958,Passeriformes,Thraupidae,Loriotus,luctuosus,Loriotus luctuosus,NA,Tangara Luctuosa,,0,1,
959,Passeriformes,Thraupidae,Tachyphonus,rufus,Tachyphonus rufus,White-lined Tanager,Tangara Negra,,59,,
960,Passeriformes,Thraupidae,Tachyphonus,phoenicius,Tachyphonus phoenicius,Red-shouldered Tanager,Tangara de Galones,,11,,
961,Passeriformes,Thraupidae,Eucometis,penicillata,Eucometis penicillata,Grey-headed Tanager,Tangara Cabecigrís,,92,,
962,Passeriformes,Thraupidae,Trichothraupis,melanops,Trichothraupis melanops,Black-goggled Tanager,Tangara de Anteojos,,75,,
963,Passeriformes,Thraupidae,Ramphocelus,nigrogularis,Ramphocelus nigrogularis,Masked Crimson Tanager,Tangara Enmascarada,,41,1,
964,Passeriformes,Thraupidae,Ramphocelus,carbo,Ramphocelus carbo,Silver-beaked Tanager,Tangara Picoplata,,167,BIOPE,1
965,Passeriformes,Thraupidae,Lanio,versicolor,Lanio versicolor,White-winged Shrike-Tanager,Tangara Aliblanca,,42,1,
966,Passeriformes,Thraupidae,Cyanerpes,nitidus,Cyanerpes nitidus,Short-billed Honeycreeper,Mielerito Piquicorto,,10,,
967,Passeriformes,Thraupidae,Cyanerpes,caeruleus,Cyanerpes caeruleus,Purple Honeycreeper,Mielerito Cerúleo,,27,1,
968,Passeriformes,Thraupidae,Cyanerpes,cyaneus,Cyanerpes cyaneus,Red-legged Honeycreeper,Mielerito Patirrojo,,67,,
969,Passeriformes,Thraupidae,Tersina,viridis,Tersina viridis,Swallow Tanager,Tangara Golondrina,,78,1,
970,Passeriformes,Thraupidae,Dacnis,lineata,Dacnis lineata,Black-faced Dacnis,Mielero de Cara Negra,,11,,
